Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,FullTimeResult,HT_HomeGoals,HT_AwayGoals,HalfTimeResult,Referee,HomeShots,AwayShots,HomeShotsTarget,AwayShotsTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,ResultCode,GoalDiff,TotalGoals,ShotDiff,ShotOnTargetDiff,CornerDiff,YellowCardDiff,RedCardDiff,FoulDiff,Month,MonthName
2023-04-25,Wolves,Crystal Palace,2,0,H,1,0,H,R Jones,9,14,3,4,13,14,6,11,5,4,0,0,1,2,2,-5,-1,-5,1,0,-1,4,Apr
2023-04-25,Aston Villa,Fulham,1,0,H,1,0,H,T Bramall,14,1,3,0,6,18,8,2,3,2,0,0,1,1,1,13,3,6,1,0,-12,4,Apr
2023-04-25,Leeds,Leicester,1,1,D,1,0,H,P Tierney,13,15,3,3,14,15,3,6,4,2,0,0,0,0,2,-2,0,-3,2,0,-1,4,Apr
2023-04-26,Nott'm Forest,Brighton,3,1,H,1,1,D,J Gillett,12,17,5,7,7,8,2,7,2,0,0,0,1,2,4,-5,-2,-5,2,0,-1,4,Apr
2023-04-26,Chelsea,Brentford,0,2,A,0,1,A,A Madley,15,7,4,1,5,13,5,2,1,2,0,0,-1,-2,2,8,3,3,-1,0,-8,4,Apr
2023-04-26,West Ham,Liverpool,1,2,A,1,1,D,C Kavanagh,7,20,2,4,6,8,3,6,0,0,0,0,-1,-1,3,-13,-2,-3,0,0,-2,4,Apr
2023-04-26,Man City,Arsenal,4,1,H,2,0,H,M Oliver,14,8,9,2,13,13,1,3,3,1,0,0,1,3,5,6,7,-2,2,0,0,4,Apr
2023-04-27,Everton,Newcastle,1,4,A,0,1,A,A Marriner,13,15,5,8,8,6,3,14,2,1,0,0,-1,-3,5,-2,-3,-11,1,0,2,4,Apr
2023-04-27,Southampton,Bournemouth,0,1,A,0,0,D,D England,11,16,2,2,9,11,6,4,0,3,0,0,-1,-1,1,-5,0,2,-3,0,-2,4,Apr
2023-04-27,Tottenham,Man United,2,2,D,0,2,A,A Taylor,18,17,7,8,8,7,6,8,1,2,0,0,0,0,4,1,-1,-2,-1,0,1,4,Apr
2023-04-29,Crystal Palace,West Ham,4,3,H,3,2,H,C Pawson,16,8,6,4,9,17,8,5,1,2,0,0,1,1,7,8,2,3,-1,0,-8,4,Apr
2023-04-29,Brentford,Nott'm Forest,2,1,H,0,1,A,P Bankes,14,5,8,3,6,13,6,0,1,2,0,0,1,1,3,9,5,6,-1,0,-7,4,Apr
2023-04-29,Brighton,Wolves,6,0,H,4,0,H,D Coote,22,10,8,2,14,11,2,5,1,1,0,0,1,6,6,12,6,-3,0,0,3,4,Apr
2023-04-30,Bournemouth,Leeds,4,1,H,2,1,H,C Kavanagh,12,15,7,6,12,14,2,6,1,0,0,0,1,3,5,-3,1,-4,1,0,-2,4,Apr
2023-04-30,Fulham,Man City,1,2,A,1,2,A,S Hooper,4,12,1,9,9,10,2,5,1,3,0,0,-1,-1,3,-8,-8,-3,-2,0,-1,4,Apr
2023-04-30,Man United,Aston Villa,1,0,H,1,0,H,J Gillett,14,7,6,1,16,7,1,4,2,0,0,0,1,1,1,7,5,-3,2,0,9,4,Apr
2023-04-30,Newcastle,Southampton,3,1,H,0,1,A,A Taylor,22,4,5,3,7,10,11,2,1,4,0,0,1,2,4,18,2,9,-3,0,-3,4,Apr
2023-04-30,Liverpool,Tottenham,4,3,H,3,1,H,P Tierney,12,10,4,7,12,6,5,2,3,2,0,0,1,1,7,2,-3,3,1,0,6,4,Apr
2023-05-01,Leicester,Everton,2,2,D,2,1,H,M Oliver,15,23,6,8,10,12,2,9,4,1,0,0,0,0,4,-8,-2,-7,3,0,-2,5,May
2023-05-02,Arsenal,Chelsea,3,1,H,3,0,H,R Jones,16,7,10,4,10,10,7,2,0,2,0,0,1,2,4,9,6,5,-2,0,0,5,May
2023-05-03,Liverpool,Fulham,1,0,H,1,0,H,S Attwell,15,9,3,3,10,8,7,5,0,0,0,0,1,1,1,6,0,2,0,0,2,5,May
2023-05-03,Man City,West Ham,3,0,H,0,0,D,J Brooks,16,6,7,2,8,8,6,3,0,1,0,0,1,3,3,10,5,3,-1,0,0,5,May
2023-05-04,Brighton,Man United,1,0,H,0,0,D,A Marriner,22,16,6,5,10,14,8,6,4,4,0,0,1,1,1,6,1,2,0,0,-4,5,May
2023-05-06,Bournemouth,Chelsea,1,3,A,1,1,D,J Brooks,10,11,4,5,9,11,7,7,1,3,0,0,-1,-2,4,-1,-1,0,-2,0,-2,5,May
2023-05-06,Man City,Leeds,2,1,H,2,0,H,A Madley,18,4,6,2,3,16,10,1,0,3,0,0,1,1,3,14,4,9,-3,0,-13,5,May
2023-05-06,Tottenham,Crystal Palace,1,0,H,1,0,H,D England,8,7,3,2,15,14,8,4,3,5,0,0,1,1,1,1,1,4,-2,0,1,5,May
2023-05-06,Wolves,Aston Villa,1,0,H,1,0,H,S Attwell,6,16,2,3,20,9,5,6,3,3,0,0,1,1,1,-10,-1,-1,0,0,11,5,May
2023-05-06,Liverpool,Brentford,1,0,H,1,0,H,A Taylor,15,5,5,1,19,10,7,3,4,2,0,0,1,1,1,10,4,4,2,0,9,5,May
2023-05-07,Newcastle,Arsenal,0,2,A,0,1,A,C Kavanagh,12,10,5,6,16,12,9,4,2,1,0,0,-1,-2,2,2,-1,5,1,0,4,5,May
2023-05-07,West Ham,Man United,1,0,H,1,0,H,P Bankes,15,19,4,4,4,9,5,6,0,2,0,0,1,1,1,-4,0,-1,-2,0,-5,5,May
2023-05-08,Fulham,Leicester,5,3,H,3,0,H,R Jones,17,18,7,9,13,15,2,7,0,3,0,0,1,2,8,-1,-2,-5,-3,0,-2,5,May
2023-05-08,Brighton,Everton,1,5,A,0,3,A,S Hooper,23,10,5,5,11,13,15,1,1,5,0,0,-1,-4,6,13,0,14,-4,0,-2,5,May
2023-05-08,Nott'm Forest,Southampton,4,3,H,3,1,H,M Oliver,9,19,4,5,16,10,2,11,1,0,0,0,1,1,7,-10,-1,-9,1,0,6,5,May
2023-05-13,Leeds,Newcastle,2,2,D,1,1,D,S Hooper,9,18,4,5,16,14,2,6,3,2,1,0,0,0,4,-9,-1,-4,1,1,2,5,May
2023-05-13,Aston Villa,Tottenham,2,1,H,1,0,H,P Bankes,8,5,4,2,9,14,8,3,3,3,0,0,1,1,3,3,2,5,0,0,-5,5,May
2023-05-13,Chelsea,Nott'm Forest,2,2,D,0,1,A,P Tierney,14,11,6,2,13,15,2,5,3,1,0,0,0,0,4,3,4,-3,2,0,-2,5,May
2023-05-13,Crystal Palace,Bournemouth,2,0,H,1,0,H,M Salisbury,17,5,5,0,5,12,11,2,0,2,0,0,1,2,2,12,5,9,-2,0,-7,5,May
2023-05-13,Man United,Wolves,2,0,H,1,0,H,J Brooks,27,5,9,0,9,9,11,7,3,2,0,0,1,2,2,22,9,4,1,0,0,5,May
2023-05-13,Southampton,Fulham,0,2,A,0,0,D,T Bramall,5,9,1,4,17,12,1,8,2,0,0,0,-1,-2,2,-4,-3,-7,2,0,5,5,May
2023-05-14,Brentford,West Ham,2,0,H,2,0,H,M Oliver,24,4,10,4,5,5,7,5,1,0,0,0,1,2,2,20,6,2,1,0,0,5,May
2023-05-14,Everton,Man City,0,3,A,0,2,A,A Taylor,7,9,3,4,12,4,8,6,1,0,0,0,-1,-3,3,-2,-1,2,1,0,8,5,May
2023-05-14,Arsenal,Brighton,0,3,A,0,0,D,A Madley,14,12,2,6,13,17,5,2,1,2,0,0,-1,-3,3,2,-4,3,-1,0,-4,5,May
2023-05-15,Leicester,Liverpool,0,3,A,0,2,A,C Pawson,4,16,4,5,11,17,4,4,2,1,0,0,-1,-3,3,-12,-1,0,1,0,-6,5,May
2023-05-18,Newcastle,Brighton,4,1,H,2,0,H,R Jones,22,8,9,2,17,16,6,1,2,4,0,0,1,3,5,14,7,5,-2,0,1,5,May
2023-05-20,Tottenham,Brentford,1,3,A,1,0,H,J Gillett,22,11,8,4,11,9,8,2,1,1,0,0,-1,-2,4,11,4,6,0,0,2,5,May
2023-05-20,Bournemouth,Man United,0,1,A,0,1,A,C Kavanagh,10,20,4,5,6,7,3,6,1,0,0,0,-1,-1,1,-10,-1,-3,1,0,-1,5,May
2023-05-20,Fulham,Crystal Palace,2,2,D,1,1,D,J Smith,11,11,4,5,13,12,7,4,3,0,0,0,0,0,4,0,-1,3,3,0,1,5,May
2023-05-20,Liverpool,Aston Villa,1,1,D,0,1,A,J Brooks,10,6,5,3,16,13,9,4,3,5,0,0,0,0,2,4,2,5,-2,0,3,5,May
2023-05-20,Wolves,Everton,1,1,D,1,0,H,D Coote,13,19,5,4,18,10,1,7,5,1,0,0,0,0,2,-6,1,-6,4,0,8,5,May
2023-05-20,Nott'm Forest,Arsenal,1,0,H,1,0,H,A Taylor,6,11,2,3,11,12,3,6,3,2,0,0,1,1,1,-5,-1,-3,1,0,-1,5,May
2023-05-21,West Ham,Leeds,3,1,H,1,1,D,P Bankes,19,12,9,3,6,11,9,5,1,3,0,0,1,2,4,7,6,4,-2,0,-5,5,May
2023-05-21,Brighton,Southampton,3,1,H,2,0,H,P Tierney,26,5,8,1,8,9,4,3,2,5,0,0,1,2,4,21,7,1,-3,0,-1,5,May
2023-05-21,Man City,Chelsea,1,0,H,1,0,H,M Oliver,15,13,2,6,12,9,5,2,0,2,0,0,1,1,1,2,-4,3,-2,0,3,5,May
2023-05-22,Newcastle,Leicester,0,0,D,0,0,D,A Marriner,23,1,4,1,9,5,12,1,2,0,0,0,0,0,0,22,3,11,2,0,4,5,May
2023-05-24,Brighton,Man City,1,1,D,1,1,D,S Hooper,20,13,7,4,16,11,5,1,2,1,0,0,0,0,2,7,3,4,1,0,5,5,May
2023-05-25,Man United,Chelsea,4,1,H,2,0,H,S Attwell,18,14,9,5,12,6,3,4,1,1,0,0,1,3,5,4,4,-1,0,0,6,5,May
2023-05-28,Arsenal,Wolves,5,0,H,3,0,H,A Marriner,14,6,8,0,8,11,8,4,0,0,0,0,1,5,5,8,8,4,0,0,-3,5,May
2023-05-28,Aston Villa,Brighton,2,1,H,2,1,H,D Coote,12,8,5,4,15,16,4,3,4,4,0,0,1,1,3,4,1,1,0,0,-1,5,May
2023-05-28,Brentford,Man City,1,0,H,0,0,D,J Brooks,11,17,4,3,12,8,3,4,4,0,0,0,1,1,1,-6,1,-1,4,0,4,5,May
2023-05-28,Chelsea,Newcastle,1,1,D,1,1,D,J Gillett,22,13,5,4,9,11,10,3,0,0,0,0,0,0,2,9,1,7,0,0,-2,5,May
2023-05-28,Crystal Palace,Nott'm Forest,1,1,D,0,1,A,T Bramall,16,7,4,4,9,13,5,4,0,2,0,0,0,0,2,9,0,1,-2,0,-4,5,May
2023-05-28,Everton,Bournemouth,1,0,H,0,0,D,S Attwell,13,7,6,2,11,12,9,3,1,3,0,0,1,1,1,6,4,6,-2,0,-1,5,May
2023-05-28,Leeds,Tottenham,1,4,A,0,1,A,A Taylor,19,11,2,7,7,5,12,3,3,0,0,0,-1,-3,5,8,-5,9,3,0,2,5,May
2023-05-28,Leicester,West Ham,2,1,H,1,0,H,S Hooper,13,16,4,3,8,10,3,5,1,1,0,0,1,1,3,-3,1,-2,0,0,-2,5,May
2023-05-28,Man United,Fulham,2,1,H,1,1,D,R Jones,21,10,8,3,14,10,5,4,1,2,0,0,1,1,3,11,5,1,-1,0,4,5,May
2023-05-28,Southampton,Liverpool,4,4,D,2,2,D,D England,15,30,10,8,4,10,2,9,0,2,0,0,0,0,8,-15,2,-7,-2,0,-6,5,May
2022-08-12,Osasuna,Sevilla,2,1,H,1,1,D,,12,10,5,3,16,9,5,2,5,3,0,0,1,1,3,2,2,3,2,0,7,8,Aug
2022-08-13,Celta,Espanol,2,2,D,1,0,H,,8,10,3,2,17,15,3,3,5,2,0,0,0,0,4,-2,1,0,3,0,2,8,Aug
2022-08-13,Valladolid,Villarreal,0,3,A,0,0,D,,12,10,6,4,6,10,4,5,1,0,0,0,-1,-3,3,2,2,-1,1,0,-4,8,Aug
2022-08-13,Barcelona,Vallecano,0,0,D,0,0,D,,21,4,6,2,16,14,8,0,3,6,1,0,0,0,0,17,4,8,-3,1,2,8,Aug
2022-08-14,Cadiz,Sociedad,0,1,A,0,1,A,,7,15,2,7,9,20,3,6,4,2,0,0,-1,-1,1,-8,-5,-3,2,0,-11,8,Aug
2022-08-14,Valencia,Girona,1,0,H,1,0,H,,17,5,2,1,18,14,4,4,2,3,1,0,1,1,1,12,1,0,-1,1,4,8,Aug
2022-08-14,Almeria,Real Madrid,1,2,A,1,0,H,,10,29,6,15,11,4,2,15,3,1,0,0,-1,-1,3,-19,-9,-13,2,0,7,8,Aug
2022-08-15,Ath Bilbao,Mallorca,0,0,D,0,0,D,,23,6,6,2,13,12,7,2,0,6,0,0,0,0,0,17,4,5,-6,0,1,8,Aug
2022-08-15,Getafe,Ath Madrid,0,3,A,0,1,A,,10,12,0,5,14,19,3,6,2,1,0,0,-1,-3,3,-2,-5,-3,1,0,-5,8,Aug
2022-08-15,Betis,Elche,3,0,H,2,0,H,,17,4,8,2,10,18,8,4,3,6,0,1,1,3,3,13,6,4,-3,-1,-8,8,Aug
2022-08-19,Espanol,Vallecano,0,2,A,0,1,A,,13,8,1,3,12,17,9,2,2,5,1,1,-1,-2,2,5,-2,7,-3,0,-5,8,Aug
2022-08-19,Sevilla,Valladolid,1,1,D,0,0,D,,18,6,2,3,20,10,12,2,3,2,1,1,0,0,2,12,-1,10,1,0,10,8,Aug
2022-08-20,Osasuna,Cadiz,2,0,H,1,0,H,,16,9,3,2,11,13,2,2,2,5,0,1,1,2,2,7,1,0,-3,-1,-2,8,Aug
2022-08-20,Mallorca,Betis,1,2,A,0,1,A,,13,8,7,3,22,17,5,2,7,8,0,0,-1,-1,3,5,4,3,-1,0,5,8,Aug
2022-08-20,Celta,Real Madrid,1,4,A,1,2,A,,15,16,2,7,12,8,2,2,2,2,0,0,-1,-3,5,-1,-5,0,0,0,4,8,Aug
2022-08-21,Ath Bilbao,Valencia,1,0,H,1,0,H,,12,10,2,0,11,15,6,3,5,2,0,0,1,1,1,2,2,3,3,0,-4,8,Aug
2022-08-21,Ath Madrid,Villarreal,0,2,A,0,0,D,,13,19,5,5,8,11,5,6,2,3,1,0,-1,-2,2,-6,0,-1,-1,1,-3,8,Aug
2022-08-21,Sociedad,Barcelona,1,4,A,1,1,D,,10,15,5,7,16,9,3,6,2,1,0,0,-1,-3,5,-5,-2,-3,1,0,7,8,Aug
2022-08-22,Elche,Almeria,1,1,D,1,1,D,,13,12,3,7,12,16,6,5,1,4,0,1,0,0,2,1,-4,1,-3,-1,-4,8,Aug
2022-08-22,Girona,Getafe,3,1,H,1,0,H,,12,7,6,3,16,18,5,2,3,6,0,1,1,2,4,5,3,3,-3,-1,-2,8,Aug
2022-08-26,Girona,Celta,0,1,A,0,0,D,,11,11,3,6,16,13,2,4,2,1,0,0,-1,-1,1,0,-3,-2,1,0,3,8,Aug
2022-08-26,Betis,Osasuna,1,0,H,1,0,H,,7,12,1,2,9,21,2,4,0,3,1,0,1,1,1,-5,-1,-2,-3,1,-12,8,Aug
2022-08-27,Elche,Sociedad,0,1,A,0,1,A,,12,9,5,5,13,18,4,6,3,3,0,0,-1,-1,1,3,0,-2,0,0,-5,8,Aug
2022-08-27,Vallecano,Mallorca,0,2,A,0,1,A,,15,9,0,4,11,18,7,3,1,3,0,0,-1,-2,2,6,-4,4,-2,0,-7,8,Aug
2022-08-27,Almeria,Sevilla,2,1,H,1,1,D,,11,13,5,5,18,11,5,2,5,8,0,0,1,1,3,-2,0,3,-3,0,7,8,Aug
2022-08-28,Getafe,Villarreal,0,0,D,0,0,D,,8,11,2,6,11,19,1,4,1,5,0,0,0,0,0,-3,-4,-3,-4,0,-8,8,Aug
2022-08-28,Barcelona,Valladolid,4,0,H,2,0,H,,24,8,9,3,9,8,14,4,0,3,0,0,1,4,4,16,6,10,-3,0,1,8,Aug
2022-08-28,Espanol,Real Madrid,1,3,A,1,1,D,,15,19,4,6,15,12,7,7,0,0,1,0,-1,-2,4,-4,-2,0,0,1,3,8,Aug
2022-08-29,Cadiz,Ath Bilbao,0,4,A,0,1,A,,9,20,3,8,18,4,0,6,2,1,0,0,-1,-4,4,-11,-5,-6,1,0,14,8,Aug
2022-08-29,Valencia,Ath Madrid,0,1,A,0,0,D,,12,13,2,7,15,17,6,2,4,3,0,0,-1,-1,1,-1,-5,4,1,0,-2,8,Aug
2022-09-02,Celta,Cadiz,3,0,H,0,0,D,,9,7,5,0,13,23,2,2,1,2,0,0,1,3,3,2,5,0,-1,0,-10,9,Sep
2022-09-03,Mallorca,Girona,1,1,D,0,0,D,,10,10,4,4,23,9,6,3,4,2,0,0,0,0,2,0,0,3,2,0,14,9,Sep
2022-09-03,Real Madrid,Betis,2,1,H,1,1,D,,22,8,4,4,8,12,9,2,0,1,0,0,1,1,3,14,0,7,-1,0,-4,9,Sep
2022-09-03,Sociedad,Ath Madrid,1,1,D,0,1,A,,12,15,5,7,18,13,7,7,5,4,0,0,0,0,2,-3,-2,0,1,0,5,9,Sep
2022-09-03,Sevilla,Barcelona,0,3,A,0,2,A,,9,18,4,7,15,14,4,4,2,4,0,0,-1,-3,3,-9,-3,0,-2,0,1,9,Sep
2022-09-04,Osasuna,Vallecano,2,1,H,0,0,D,,13,5,6,3,14,16,4,0,2,2,0,0,1,1,3,8,3,4,0,0,-2,9,Sep
2022-09-04,Ath Bilbao,Espanol,0,1,A,0,0,D,,17,9,2,2,12,12,4,2,3,2,0,0,-1,-1,1,8,0,2,1,0,0,9,Sep
2022-09-04,Villarreal,Elche,4,0,H,2,0,H,,18,7,10,0,10,9,6,4,1,3,0,0,1,4,4,11,10,2,-2,0,1,9,Sep
2022-09-04,Valencia,Getafe,5,1,H,3,0,H,,24,7,9,4,11,21,9,1,3,6,1,1,1,4,6,17,5,8,-3,0,-10,9,Sep
2022-09-05,Valladolid,Almeria,1,0,H,0,0,D,,14,12,6,1,11,20,2,8,1,6,0,0,1,1,1,2,5,-6,-5,0,-9,9,Sep
2022-09-09,Girona,Valladolid,2,1,H,1,1,D,,14,14,5,4,11,15,3,12,0,2,0,0,1,1,3,0,1,-9,-2,0,-4,9,Sep
2022-09-10,Vallecano,Valencia,2,1,H,1,0,H,,14,17,6,4,22,11,7,7,5,2,0,0,1,1,3,-3,2,0,3,0,11,9,Sep
2022-09-10,Espanol,Sevilla,2,3,A,1,3,A,,19,11,5,7,11,14,9,3,3,5,0,1,-1,-1,5,8,-2,6,-2,-1,-3,9,Sep
2022-09-10,Cadiz,Barcelona,0,4,A,0,0,D,,6,16,0,8,12,13,5,6,1,2,0,0,-1,-4,4,-10,-8,-1,-1,0,-1,9,Sep
2022-09-10,Ath Madrid,Celta,4,1,H,1,0,H,,10,14,4,3,11,6,4,7,2,3,0,0,1,3,5,-4,1,-3,-1,0,5,9,Sep
2022-09-11,Real Madrid,Mallorca,4,1,H,1,1,D,,22,5,7,2,7,15,4,3,3,5,0,0,1,3,5,17,5,1,-2,0,-8,9,Sep
2022-09-11,Elche,Ath Bilbao,1,4,A,0,4,A,,9,16,2,8,15,9,5,5,3,0,0,0,-1,-3,5,-7,-6,0,3,0,6,9,Sep
2022-09-11,Getafe,Sociedad,2,1,H,1,0,H,,8,13,3,6,9,16,3,7,4,1,0,0,1,1,3,-5,-3,-4,3,0,-7,9,Sep
2022-09-11,Betis,Villarreal,1,0,H,0,0,D,,16,14,5,3,11,14,9,8,1,1,0,0,1,1,1,2,2,1,0,0,-3,9,Sep
2022-09-12,Almeria,Osasuna,0,1,A,0,1,A,,7,15,2,4,4,9,5,10,0,2,0,0,-1,-1,1,-8,-2,-5,-2,0,-5,9,Sep
2022-09-16,Valladolid,Cadiz,0,1,A,0,0,D,,18,7,6,1,12,19,8,2,1,4,0,0,-1,-1,1,11,5,6,-3,0,-7,9,Sep
2022-09-17,Mallorca,Almeria,1,0,H,1,0,H,,5,9,2,3,15,14,5,2,3,6,0,0,1,1,1,-4,-1,3,-3,0,1,9,Sep
2022-09-17,Barcelona,Elche,3,0,H,2,0,H,,25,1,9,1,11,9,6,0,2,2,0,1,1,3,3,24,8,6,0,-1,2,9,Sep
2022-09-17,Valencia,Celta,3,0,H,1,0,H,,14,6,7,2,18,23,5,4,3,2,0,1,1,3,3,8,5,1,1,-1,-5,9,Sep
2022-09-17,Ath Bilbao,Vallecano,3,2,H,3,1,H,,14,11,7,2,13,13,2,7,1,2,0,0,1,1,5,3,5,-5,-1,0,0,9,Sep
2022-09-18,Osasuna,Getafe,0,2,A,0,1,A,,12,10,4,4,15,15,8,1,7,3,1,1,-1,-2,2,2,0,7,4,0,0,9,Sep
2022-09-18,Villarreal,Sevilla,1,1,D,0,1,A,,17,12,7,1,15,12,6,4,1,5,0,0,0,0,2,5,6,2,-4,0,3,9,Sep
2022-09-18,Betis,Girona,2,1,H,1,1,D,,9,8,3,3,9,8,2,4,0,3,0,0,1,1,3,1,0,-2,-3,0,1,9,Sep
2022-09-18,Sociedad,Espanol,2,1,H,2,1,H,,14,14,6,4,18,8,4,2,3,0,0,0,1,1,3,0,2,2,3,0,10,9,Sep
2022-09-18,Ath Madrid,Real Madrid,1,2,A,0,2,A,,12,6,5,3,15,16,8,1,4,2,1,0,-1,-1,3,6,2,7,2,1,-1,9,Sep
2022-09-30,Ath Bilbao,Almeria,4,0,H,2,0,H,,17,8,4,2,17,8,11,2,1,3,0,0,1,4,4,9,2,9,-2,0,9,9,Sep
2022-10-01,Cadiz,Villarreal,0,0,D,0,0,D,,10,14,2,6,13,8,6,5,2,3,1,0,0,0,0,-4,-4,1,-1,1,5,10,Oct
2022-10-01,Getafe,Valladolid,2,3,A,2,2,D,,14,14,6,7,23,13,4,2,2,4,0,0,-1,-1,5,0,-1,2,-2,0,10,10,Oct
2022-10-01,Sevilla,Ath Madrid,0,2,A,0,1,A,,14,20,3,6,9,12,5,7,3,2,0,0,-1,-2,2,-6,-3,-2,1,0,-3,10,Oct
2022-10-01,Mallorca,Barcelona,0,1,A,0,1,A,,13,11,3,3,9,13,5,5,2,4,0,0,-1,-1,1,2,0,0,-2,0,-4,10,Oct
2022-10-02,Espanol,Valencia,2,2,D,0,0,D,,10,12,5,5,16,15,6,4,2,1,1,1,0,0,4,-2,0,2,1,0,1,10,Oct
2022-10-02,Celta,Betis,1,0,H,1,0,H,,11,9,4,4,26,3,5,3,4,3,0,1,1,1,1,2,0,2,1,-1,23,10,Oct
2022-10-02,Girona,Sociedad,3,5,A,2,2,D,,16,11,8,5,9,19,2,2,3,1,0,0,-1,-2,8,5,3,0,2,0,-10,10,Oct
2022-10-02,Real Madrid,Osasuna,1,1,D,1,0,H,,22,8,4,2,9,13,10,2,1,2,0,1,0,0,2,14,2,8,-1,-1,-4,10,Oct
2022-10-03,Vallecano,Elche,2,1,H,1,1,D,,15,5,6,2,5,19,13,3,1,8,0,0,1,1,3,10,4,10,-7,0,-14,10,Oct
2022-10-07,Osasuna,Valencia,1,2,A,0,1,A,,11,15,2,7,11,19,7,5,3,6,2,1,-1,-1,3,-4,-5,2,-3,1,-8,10,Oct
2022-10-08,Almeria,Vallecano,3,1,H,3,0,H,,10,12,4,4,22,12,7,6,4,2,1,0,1,2,4,-2,0,1,2,1,10,10,Oct
2022-10-08,Ath Madrid,Girona,2,1,H,1,0,H,,13,11,7,4,12,13,8,3,3,1,0,0,1,1,3,2,3,5,2,0,-1,10,Oct
2022-10-08,Sevilla,Ath Bilbao,1,1,D,1,0,H,,10,21,3,4,19,14,5,7,4,0,0,1,0,0,2,-11,-1,-2,4,-1,5,10,Oct
2022-10-08,Getafe,Real Madrid,0,1,A,0,1,A,,9,19,2,4,10,5,4,4,0,0,0,0,-1,-1,1,-10,-2,0,0,0,5,10,Oct
2022-10-09,Valladolid,Betis,0,0,D,0,0,D,,12,4,3,1,12,16,3,1,1,1,0,1,0,0,0,8,2,2,0,-1,-4,10,Oct
2022-10-09,Cadiz,Espanol,2,2,D,1,0,H,,8,9,3,6,13,12,8,3,4,4,0,0,0,0,4,-1,-3,5,0,0,1,10,Oct
2022-10-09,Sociedad,Villarreal,1,0,H,1,0,H,,17,5,5,1,21,18,9,3,5,3,0,0,1,1,1,12,4,6,2,0,3,10,Oct
2022-10-09,Barcelona,Celta,1,0,H,1,0,H,,13,14,5,3,16,9,6,3,2,4,0,0,1,1,1,-1,2,3,-2,0,7,10,Oct
2022-10-10,Elche,Mallorca,1,1,D,1,0,H,,7,11,2,4,12,17,5,7,4,5,1,1,0,0,2,-4,-2,-2,-1,0,-5,10,Oct
2022-10-14,Vallecano,Getafe,0,0,D,0,0,D,,16,6,3,3,13,17,4,1,2,3,0,0,0,0,0,10,0,3,-1,0,-4,10,Oct
2022-10-15,Girona,Cadiz,1,1,D,0,0,D,,23,9,6,2,16,9,6,2,5,4,0,0,0,0,2,14,4,4,1,0,7,10,Oct
2022-10-15,Valencia,Elche,2,2,D,2,1,H,,20,8,8,6,14,19,6,1,3,6,0,0,0,0,4,12,2,5,-3,0,-5,10,Oct
2022-10-15,Mallorca,Sevilla,0,1,A,0,0,D,,9,4,5,1,17,15,1,3,2,3,0,0,-1,-1,1,5,4,-2,-1,0,2,10,Oct
2022-10-15,Ath Bilbao,Ath Madrid,0,1,A,0,0,D,,13,3,3,1,14,17,6,1,0,6,0,0,-1,-1,1,10,2,5,-6,0,-3,10,Oct
2022-10-16,Celta,Sociedad,1,2,A,1,1,D,,10,8,3,6,14,17,1,6,5,7,1,0,-1,-1,3,2,-3,-5,-2,1,-3,10,Oct
2022-10-16,Real Madrid,Barcelona,3,1,H,2,0,H,,8,18,4,5,11,14,2,3,2,2,0,0,1,2,4,-10,-1,-1,0,0,-3,10,Oct
2022-10-16,Espanol,Valladolid,1,0,H,0,0,D,,15,14,3,2,13,11,6,4,1,4,0,0,1,1,1,1,1,2,-3,0,2,10,Oct
2022-10-16,Betis,Almeria,3,1,H,1,0,H,,15,12,6,5,6,7,9,3,1,1,0,0,1,2,4,3,1,6,0,0,-1,10,Oct
2022-10-17,Villarreal,Osasuna,2,0,H,1,0,H,,12,14,9,3,14,23,8,4,2,6,0,0,1,2,2,-2,6,4,-4,0,-9,10,Oct
2022-10-18,Sevilla,Valencia,1,1,D,0,1,A,,18,13,5,5,11,26,11,6,4,7,1,0,0,0,2,5,0,5,-3,1,-15,10,Oct
2022-10-18,Getafe,Ath Bilbao,2,2,D,1,1,D,,11,14,4,4,14,11,7,4,7,4,0,0,0,0,4,-3,0,3,3,0,3,10,Oct
2022-10-18,Ath Madrid,Vallecano,1,1,D,1,0,H,,12,14,4,4,11,11,3,4,3,0,0,0,0,0,2,-2,0,-1,3,0,0,10,Oct
2022-10-19,Cadiz,Betis,0,0,D,0,0,D,,13,12,3,3,15,7,4,9,1,2,0,1,0,0,0,1,0,-5,-1,-1,8,10,Oct
2022-10-19,Valladolid,Celta,4,1,H,1,1,D,,9,22,7,5,12,11,3,7,1,1,0,0,1,3,5,-13,2,-4,0,0,1,10,Oct
2022-10-19,Sociedad,Mallorca,1,0,H,1,0,H,,14,12,7,3,18,9,10,7,1,2,0,0,1,1,1,2,4,3,-1,0,9,10,Oct
2022-10-19,Elche,Real Madrid,0,3,A,0,1,A,,10,10,3,7,14,10,8,2,1,1,0,0,-1,-3,3,0,-4,6,0,0,4,10,Oct
2022-10-20,Almeria,Girona,3,2,H,3,0,H,,13,14,7,5,14,14,4,5,1,3,0,0,1,1,5,-1,2,-1,-2,0,0,10,Oct
2022-10-20,Osasuna,Espanol,1,0,H,0,0,D,,17,5,5,3,17,15,9,2,1,2,0,0,1,1,1,12,2,7,-1,0,2,10,Oct
